processed_tweet,final_class,tweetid
Got tested for COVID-19 due to a nasty cough but it was negative. Thank goodness. <U+0001F62D>,0,3393
" Mom was buying bunk beds for my niece n nephew last week and the guy at the store was coughing a lot she said and he wasn’t wearing a mask but Mom was. The only place she thinks she got it. She is tired, has pink eye and is coughing.",1,3394
  Turns out he addressed this in the article he wrote. Don’t need to be a Research Director to find it.,0,3395
 We just rewatched that game and it still gives chills!,0,3396
"Is it just me, or does anyone else find these adds absolutely nauseating? 
Guess what? I love hugging friends and family too, and I can’t do that when I am six feet apart. <U+0001F917> ",0,3397
  About that  ... cough cough...,0,3398
 I don't mention smell all that often cause honestly; my sense of smell sucks. So; if I get a big nos… ,0,3399
 I fear,0,3400
I was planning to stream SMRPG tonight but came down with a bad headache. We'll see if I can get rid of it by a decent hour.,0,3401
Is it just me; or does anyone else find these adds absolutely nauseating?  Guess what? I love hugging friends and family too;…,0,3402
  I don't believe Johnson has the virus; or even a cough.  What seems clear as his chest is his live uns…,0,3403
Remember:   Snowflakes Remoaners  You lost get over it No deal;no problem Leave Means Leave Crush The Saboteurs Citizen of…,0,3404
COVID fatigue impacting current behaviours; says psychologist ,0,3405
  Anecdotally; some businesses exposed as operated by racists in Canada have an increase in support...,0,3406
 _101 I was telling him last night; dogs and diarrhea is the worst,0,3407
_ Yes and no.  Mostly you just have a village with animal residents you visit.  I’ve played all the other… ,0,3408
 But the King’s on EOE. *cough* Rob *cough* ,0,3409
  Some small yet beautifully formed businesses <U+2764><U+FE0F>  _tees - Lyric T's <U+0001F455>  - Ace Cards…,0,3410
REDRAW as the winner have not followed the rules   To join you must>  <U+0001F608> Join our leaderboard <U+0001F608> Follow our twitter <U+0001F608> Retwee…,0,3411
_shirley_anne  ___  _JosiePye   … ,0,3412
Dam Jays and the Rays; always seem to cough up losses to them.....,0,3413
 This tweet reads like a fever dream. Being a Flames fan is so bizarre.,0,3414
_Kuraiinu  Customer: I'll take a coffee... hold the cough Starbucks: So you just want the fee Custo… ,0,3415
Happy 2 year anniversary to the video that nearly made me throw up laughing cus im a terrible human being ,0,3416
 I would throw up so fast if I had a drink there <U+0001F923>,0,3417
 That’s a really really dumb opinion. Must suck to be wrong.,0,3418
 2nd shot of moderna knocked me on my ass. Fever/ chills and pounding headache. So glad it has passed,0,3419
    It’s basically unplayable on Series S. that where I played it and it gave me a bad headache.,0,3420
Not me wondering why I have a headache and feel nauseous when I know I'm hydrated; eating healthy; and not going ou… ,0,3421
Severe thunderstorm warning ended for: R.M. of Happyland including Leader Prelate and Mendham R.M. of Big Stick includ…,0,3422
This week has been nothing but headache and hassle with . I dropped my cable and between being sent cable… ,0,3423
Severe thunderstorm warning: R.M. of Swift Current including Swift Current and Wymark R.M. of Lac Pelletier including…,0,3424
I know Joy did my nigga Droid dirty but I still wanna chat her up and treat her right.,0,3425
Can we get some more Marmaduke please?! This dog killin it <U+0001F480> ,0,3426
_ Fatigue is horrible. I hope you figure out a set up that works for you.,0,3427
_c_rae Gross play by edler. But after a 3:00 shift I think fatigue played a factor there. Call was right; it’s defiantly a major.,0,3428
Always get chills at this scene amd start tearing up <U+0001F62D><U+0001F62D> AnneWithAnE ,0,3429
"Baby boy has a fever this morning, and all he wants to do is eat and sleep. He won’t play at all. Only plus side, this momma is getting cuddles!",1,3430
I want to throw up but my body is rejecting my request and now I'm in a loop of gagging and suffering,0,3431
woke up with a headache <U+0001F629>,0,3432
 I picked up my magic mirror *cough Google* and I asked it to show me this and it DID,0,3433
"Time to stop letting the insomnia half-heartedly wrestle the fatigue, and wander off to bed to do proper battle instead.
Good Night warm &amp; fuzzy tweeters of this beautiful Twitterverse.
          <U+0001F4AB><U+0001F4A4><U+2728><U+2603><U+FE0F><U+0001F339><U+0001F344><U+0001F4A4><U+0001F634><U+0001F4A4><U+0001F344><U+0001F339><U+2603><U+FE0F><U+2728><U+0001F4A4><U+0001F4AB> ",0,3434
  Hurtful to survivors... advocates & front lines fatigue from the constant analysis ~ sign t… ,0,3435
 I already have a headache and I still have to drive my mom to a doctor appointment. I'm gonna be in her when I get home,0,3436
Damn; you 23 and Me. I throw up the white flag. ,0,3437
our sweet chinese neighbours who barely speak english just gave us tea because they hear me coughing while smoking weed all the time <U+0001F602><U+0001F602><U+0001F602> i’m d e a d,0,3438
RT _pas: I wore my face mask (a vogmask) today. I needed blood tests & there were a lot of people coughing in the lab so I needed to pr…,0,3439
__dover99 Sorta like the Eagles O-Line. Brandon Brooks and Lane Johnson are so in-sync that they throw up at the same time before every game.,0,3440
Ugh I think I’m gonna throw up again,0,3441
Naija music now give me headaches <U+0001F605>. I miss when you could actually sing along and know what the artist is saying. Like when styl-plus was around.,0,3442
Wondered what dominionist meant.  Now that I know I feel nauseous.   Any of these assholes ever actually read the… ,0,3443
A stomach ache is not an excuse for driving 86km/h in a 50 zone.  This yxe driver also had a disqualified license & 30 day…,0,3444
" ...Fatigue Syndrome. It's my krytponite; names, numbers, sequences, even remembering Bible verses. But big picture concepts, trends, and intuition remain intact. This is why I focus broadly on what I see, hear, read and watch, vs being the teacher type. Or the economics type.",0,3445
 Im sorry; i have diarrhea,1,3446
 this took me way too long to edit lmao redtailisoverparty ,0,3447
Nausea; diarrhea are now official symptoms of COVID-19: CDC ,0,3448
Strong thunderstorms rolling across southern Sask now. skstorm ,0,3449
I tried; really tried to read the Biden-Sanders plan for America; but I was getting nauseous and angry at the same… ,0,3450
  The whole constipation and diarrhea is the biggest mind f*** when you start.,0,3451
I will fight anyone who says Chronic Fatigue Syndrome and Fibro are the same. I have seen how Chronic Fatigue affec… ,0,3452
I can't even pretend to play along with the COVID charade.  The whole thing is so delusional and stupid that it gives me a headache.,0,3453
 Id love to see this guy go and work for $11.55 an hour at superstore with people sneezing and coughing all… ,0,3454
  Yes chills nga; and hardly any singer could do that like Morissette. Playing instrument while singing.,0,3455
empathy cough band name called it,0,3456
omg I forgot I owned Dead By Daylight Dwight tho- COUGH...,0,3457
 Fa-cough; Petey. You are now officially irrelevant.,0,3458
 _tamara OMG!!!! What is up with me and grammar today? I have a PMS headache. I blame that; 100%.,0,3459
 Chills. Everytime.,0,3460
 Yawn... All talk; no action. Fa-cough; Mitt.,0,3461
 The pandering is vomit inducing at this point.,0,3462
 *cough* 28th seed in baseball *cough* ;),0,3463
Reading this gave me a massive headache. Wtf is this nonsense. ,0,3464
Licking your fingers to hand out paper used to be fine. Now I shudder seeing it. ,0,3465
 Chills. Everytime.,0,3466
  Then vote non-confidence and trigger the election; FFS. Your endless posturing is nauseating.,0,3467
 I got half way through and uninstalled.. however I was fairly fatigued from open world games at that time.,0,3468
"  If someone with a high virus load coughed directly into their hand and then ran it down the entire length of a handrail, I would imagine quite easily.",0,3469
Mrs. Vancoughnett's ELA 38 class made soap with Mrs. Lemire today. handsonlearning ,0,3470
 Sesame Oil: im about to ruin your entire sense of taste.,0,3471
okay lesbian moment homophobes look away but straight sex is literally... nauseating? to look at????,0,3472
 Electric Fever: Free Energy,0,3473
  GIVE ME THE FAWKIN TREATS JUST A LIEELE CRUMB OF VOMIT PLEASE I BEG OF YOU,0,3474
 haters.,0,3475
Am I the only girl who gets a headache from my hair in a bun on the top of my head??,0,3476
Yorkton Citizens on Patrol looking for extra ‘eyes and ears’  sask,0,3477
RT _ace: But Astrid; if you've muted everything to do with the chicom cough; how will you know if you're breaking the rules or no…,0,3478
Looking for a song to play on your chills? Listen to 's new audio Twalibaddewa it's a powerful song.   Cl…,0,3479
_85  Yes. Those who say no are quite wrong.  *cough cough*  1; 2; 3...,0,3480
Regina friends embark on doughnut odyssey to combat COVID cabin fever ,0,3481
 We built those last year; but not quite in the spring fever mood yet! Also I did not think to put Dolphin… ,0,3482
When you say 'poop' your mouth moves in the same way your anus does.  The same goes for 'explosive diarrhea'.,0,3483
_ _Moyer  _heimz  Taladega nights ; Saturday night fever ; con air  ; hidden figures; the point,0,3484
 It was so awful!!! I have a headache today from yesterday’s noise <U+0001F62D>,0,3485
  _ng If you believe that; why don't you step down and give your position to a woman?*cough*<U+0001F914>,0,3486
this is just fn great; gave me chills haha. ,0,3487
US social distancing fatigue worsens  via ,0,3488
 Since Vaticans & Lashkar-e- still vomiting venoms it implies PM is successful in safeguarding li… ,0,3489
 Bucs schedule in 2020 includes...  Brady - WW vs. Drew Brees x2 Brady - L vs. Patrick Mahomes Brad… ,0,3490
Cough slap laugh,0,3491
 I listen to some of my neighbour cough and sneeze up here in CQ; I won't go in public shopping area or hospi…,0,3492
While I was so happy to get this shot; it has kicked my ass. Was very sick from the 20 hour mark till now. Fever ha… ,0,3493
There’s never been a truer test of resilience than during this pandemic and the fatigue we’ve all been experiencin… ,0,3494
hy Gives me a headache but I can read it amen <U+0001F64F>,0,3495
Why are you all celebrating a 0-0 draw?! You just made us watch a tickle fight for 93 minutes.,0,3496
I really drunk not one but two sodas knowing it was and is causing me to cough a bunch of musuc up AND give me a fe… ,0,3497
Dam headaches always get me in a bad mood I wish I could just sleep tell I can't wake up anymore then my family wou… ,0,3498
Brewers took a six run lead into the 5th; coughed that up and battled back to win 13-8.   picked up the win a…,0,3499
 Got literal chills when the singing came in.,0,3500
"Had an awful sleep on the couch<U+0001F634>
Kinda got a headache and i feel sick <U+0001F615> stoopid azz headache is probably going to pwn meh for days <U+2661>
Good morning",1,3501
 this should do the trick. next stop; Lord Stanley!,0,3502
" Sore throat, chills, fever, headache. Worse I have COPD... so... pretty much scared shitless!!  On oxygen soooo that helps. 
Sorry if I brought mood down, wasn't my intention. Just my day today. 
I wish i fell in Cream Cheese...lol",1,3503
 These are the limited edition for the patrol’s 85th anniversary! I believe we will be going back to black.,0,3504
Peep the new whip; whatcha guys think?! <U+0001F440> Happy Friday! TroopLife Montana ,0,3505
Really big anxiety today. The nausea kind. The sit down on the floor and cry kind. The not knowing what to do and f… ,0,3506
 _Sports   this is one of the baitiest clicks,0,3507
" I hate that! I use a BiPAP at night. I can't sleep without it otherwise I get headaches and cramps in my chest. We often have power outtages but we have a generator. I want to get the backup battery for my BiPAP but it's $1,000 <U+0001F629>",0,3508
  *cough* I like to drink wine and edit podcasts. *cough*,0,3509
_78  Not me thank god. A true flu with sniffles and slight fever .,0,3510
Seeing  skate tonight gave me chills! Couldn’t happen to a better guy!  Long; successful career ahead of hi… ,0,3511
 Chills.,0,3512
  Chills... tears flowing!!!,0,3513
 Diarrhea: Endgame,0,3514
   .... Says the person who believes in a mythical sky god.,0,3515
Today is the 15th day back from my stint in a front line fever clinic; in the New York hot zone. by  ,0,3516
Happy Mother’s Day to all of the mom’s associated with our program. There are some  moms in this pho… ,0,3517
This is fkn comedy. ,0,3518
"The tests show that when the virus is carried by the droplets released when someone coughs or sneezes, it remains viable, or able to still infect people, in aerosols for at least three hours YQR YQRam Sask Covid19Canada Covid19 COVD19 YXE  ",0,3519
Did not need a headache rn <U+0001F611>,0,3520
 happy birthday baby  ,0,3521
RT _:  happy birthday baby  ,0,3522
_fever      _datrick … ,0,3523
  Thanks for sharing. I think we are all getting some COVID fatigue; but videos like this ar… ,0,3524
Woman Intentionally Coughs on Bartender in Belmont Bar ,0,3525
 omg mu,0,3526
Woke up sick today with a headache and a stuffed up nose. Just notified we were exposed to covid.   I didn’t realiz… ,1,3527
"Potential symptoms could include: fever, cough, headache, muscle and/or joint aches and pains, and sore throat.

We all must do our part to StoptheSpread so we can keepcurling <U+0001F94C>",0,3528
THAT’S your 4th & 1 play?! <U+0001F926><U+200D><U+2642><U+FE0F> Packers,0,3529
I find using 'facough' instead keeps me out of Twitmo... ,0,3530
 Facough; Ted. All the way off...,0,3531
Potential symptoms could include: fever; cough; headache; muscle and/or joint aches and pains; and sore throat.  We all must…,0,3532
 Maybe the same dude who coughed at me?  Agression,0,3533
 Facough; Mr. Black. All the way off...,0,3534
 is it true Giannis’ supermax deadline is in Dec? So we’ll know within a month if we’re chasing him?,0,3535
I find using 'facough' instead keeps me out of Twitmo... ,0,3536
_aisara coughing candy,0,3537
 It’s not too late to delete this,0,3538
My aunt who i live with: oh i feel kinda ill i cant taste anything and I've been having trouble breathing must be a… ,1,3539
Having a headache and laughing is a bad combo but I could not stop watching this <U+0001F602> ,0,3540
Boucher better show up as Swole Duck WeTheNorth,0,3541
breaking bad deleted scene ,0,3542
 i counted at least seven people openly coughing; sneezing; or wiping their nose with their hands <U+0001F616>,0,3543
Not all sports are cancelled ,0,3544
In the eighties I had co-ed fever.,0,3545
 Well; i get headaches; but I don't know if I'd try that,0,3546
 I shouldn’t have drunk all that cough syrup this morning...,0,3547
 Just more useless dribble from the guy who’s claim to fame is JT’s lil buddy    you cause nausea ,0,3548
    Yeah that's the only reason <U+0001F60F>,0,3549
Upskill fatigue: will hybrid and hyflex tip academics over the edge? | Times Higher Education (THE)  hig…,0,3550
  Boy; that’s vomit-inducing.,0,3551
RT _sk: _arthur Well I guess when the horses get out of the barn you just throw up your hand and say F**K IT and open the gat…,0,3552
Broke bitches make me nauseous.,0,3553
JAB UPDATE: OW. Chills; headache; skin not willing to be touched. Please make this go away soon. COVIDSUCKS and so… ,0,3554
 No side effects for me; my wife had a headache for a couple of days after...,0,3555
_hanson13   I have played sports for over 35 years and never had to do a cough test even once. You have to having your business inspected in order to play seems pretty messed up.,0,3556
 Still lying after all these years... FacoughEzra,0,3557
"LainaWatchesAnne Foreshadowing! Matthew has a cough and rubs his chest. What is this subtley??? If the heart pain doesn't physically throw him over, how will I know it's real?!?!?? ",0,3558
_73 Basically advanced cabin fever.  Sort of a 13 month winter so far; but considering it has stopped me… ,0,3559
if any heating pad company needs a spokesperson; between my migraines; cramps and stomach aches; I could truly be u… ,0,3560
Ngl thought Oliver Tree and Ethan Klein were the same person. Not recently. But at one point I did.,0,3561
My upstairs neighbours will not stop screaming at each other so I will throw up EVEN LOUDER,0,3562
I want so badly to just crush my hematite ring for absolutely no reason at all except for the fact I'd feel pretty cool doing it,0,3563
Hey  Covid patients are coughing in this cardiology nurses face. Can she please have a vaccine? ,0,3564
 Yeah cabin fever sucks ; enjoy life people ; over 3;000;000 world wide will never be able to over spend… ,0,3565
There’s no better day than this to crack my bottle of Spicy P Sauce <U+0001F336> ,0,3566
<U+A565> Fever Dream <U+A565>  ,0,3567
A north Regina home was damaged after a fire broke out early on Friday morning; according to the Regina Fire & Protective Se…,0,3568
African Swine Fever Hong Kong Flu Spanish Flu West Nile Virus MERS (Middle East SARS) Dutch Elm disease Norway rat… ,0,3569
A Global News photographer witnessed a person being handcuffed and placed in a police car; though Saskatoon police did…,0,3570
_diarrhea  <U+0001F62C> yikes,0,3571
Swift Current is seeing an increased police presence in the community due to an ongoing investigation; according to a releas…,0,3572
Do you ever get so hungry that you start feeling nauseous or is it just me,0,3573
I will continue to defend this movie. It has its flaws *cough cough Lex Luther cough cough* but I think Zack Snyder did a gre…,0,3574
 PEM is one of the hallmarks of ME/CFS. It’s more than fatigue. Most people get flu-like symptoms as well… ,0,3575
"Vaccines have changed our world. Diseases like Whooping Cough (Pertussis), Mumps, Diphtheria, &amp; Polio are debilitating, painful, life-altering &amp; can be fatal. And they were once common! VaccinesWork ",0,3576
We are open until 8 p.m. this evening. If you kids have cabin fever; it is nice and warm inside and our sports simulator…,0,3577
Wind chills of -10 to -25 are expected early this morning across NE Montana. Warmer temperatures in the 20s and 30s… ,0,3578
 I was super tired all day yesterday and then dev’d headache and sore throat at night. Slept 13 hrs and… ,1,3579
_music  I was too high to see a breatharian vomit into an air tube.,0,3580
Its almost like Rosie was vomitting in this tweet. ,0,3581
   I got chills,0,3582
   I don't know. To me her reaction seems to be more personal. She does… ,0,3583
 Yikes! I hate chills. Don't have them yet; nor fever; but feel very odd,0,3584
Asked the bartender for Corona with Lime. He coughed on me and threw me a tick...,0,3585
 Got my first Pfizer Wednesday... slight headache in the hours after...but Tylenol took care of it.… ,0,3586
I’m not fatigued by the actual virus; I can follow PHO and do what needs done; but I am so utterly and completely e… ,0,3587
  now the weather here is getting cold and a lot of people are coughing and sneezing it… ,0,3588
  _ incredible self-own ,0,3589
yessiree bob ,0,3590
Google image search 'cough'. It's just a bunch of people with sucking imaginary dicks. You're welcome.,0,3591
_thistleton  With this mindset; you’ll soon be surrounded only by people who think exactly like you. IMO… ,0,3592
  Not bad for a guy who is brand new to Twitter *cough*,0,3593
  Easy bud; bad takes might lose you some of your... *checks profile* follower.,0,3594
   From what that moron is vomiting out on Twitter; I'd have to agree with yo… ,0,3595
duck yeah! ,0,3596
The best thing he gave us wasn’t exposure to different foods. It was exposure to different people; different cultur… ,0,3597
Dude just coughed the entire time i helped him. The other customers were not pleased. Kinda scared now lol,1,3598
been a slice. dumb while it lasted. Crossfit ,0,3599
Damn I had a crazy 24 hours man; never had a cough like that in my life; g now anyway; got some sleep and now ima grind the ps4,1,3600
 A-Ah. A-Sat-choo. I think I caught a fever. I’m a little warm.,1,3601
bomani coming up clutch; laying it out easy for those of us who didn’t know better. ,0,3602
 Just a little feverish. <U+0001F605>,1,3603
This is outstanding. Can the NBA fill the seats with Disney stuffies when they start?! ,0,3604
 Abolish - as in put an end to... and totally get rid of?,0,3605
 I think 2days; no changes or cough.,0,3606
 This man who seemed like he was under the influence coughed on me at work a few days ago; i wanted to strangle him so bad.,1,3607
 Coughs into his hands then touches his daughter's hands. What a fuckin' winner,1,3608
Booked an early valentines trip to Banff next weekend. Best way to get over the cabin fever of -30 temps for the la… ,0,3609
 Cough cough ADHD cough,0,3610
I woke up with a headache that's always lovely. <U+0001F922>,0,3611
I woke up with a headache that's always lovely. <U+0001F922>,1,3612
The Health Videos on Twitter: 'How to get rid of a headache  / Twitter ,0,3613
 I had the same problem. Joint pain; fever...,1,3614
I have vomited a total of 4 times today And I absolutely hate it,1,3615
 Due to rapid changes in barometric pressure I’ve had several co-workers complain of headaches this week to… ,0,3616
"Is it possible that my cat, Monkey, uses my head as a punching bag? I've woken up with a headache strong enough to drop a moose to its knees. <U+0001F974> ",0,3617
" Mr.J, fever is the cardinal sign of flu.  That hard sign is what separates your S and S’s from a generic cold...that and the toilet action.  Def time for a test, just advice.  Best of luck",0,3618
 thanks for sharing Mr. White.   That sent chills down my spine!!!!  Congrats and best of luck on Saturday,0,3619
48 hours off Twitter and it seems it wasn't fever dreams after all <U+0001F605>  - Bitcoin hit all-time highs (again)  - Elon's futur…,0,3620
"he drinks one of the nausea potions labeled “white claw” and looks around to reveal glass bottles on the ground, and opens his inventory to show 18 empty glass bottles. it’s safe to assume he is Very Drunk",0,3621
No Anne thread today. Headache-ing instead. We'll do one tomorrow instead.,0,3622
"Remember when I was still on morphine this time last year and I didn't get headaches for like a month?

That was nice.

I mean the rest of it sucked. But the lack of headaches wasn't bad.",0,3623
 I agree with you. I think valimaki is goin to do great thing also,0,3624
 Extra points for Boney M.,0,3625
  And we should ask anyone coughing to wear a mask in public now and into the future. I… ,0,3626
CTV's Gina Martin brings you this week's episode of Indigenous Circle.<U+200B>  ,0,3627
 Did anyone else throw up a little bit in their mouths?!<U+0001F92D><U+0001F922><U+0001F92E>,0,3628
 _levesque I really wanted to vomit after I read that story. I was so angry.,0,3629
 Tried tea to wean myself off coffee. I came down with depression and severe fatigue and headaches. You can't substitute tea for coffee.,0,3630
Rest easy Alex <U+0001F1E8><U+0001F1E6> Ugh. 2020 can eff off.,0,3631
So are we actually referencing the alphabet soup that Donald Trump vomited all the fabric of intellect and reason?… ,0,3632
_ I’d need them for approximately two days a year so it seems like a goofy investment but like ... UGH.,0,3633
_ Satan himself could have been NYC Mayor on 9/11 and we’d all have been; ‘wow; what a great guy’,0,3634
wfh upside: I don't have to go out and fight the snow and -27 windchills today. Downside? I don't get a day off be… ,0,3635
Waaaah this weather change headache is murdering me <U+0001F62D>,0,3636
She needs to go. How many scandals are this SNP government going to throw up?,0,3637
Moose Jaw has Scotties fever.  in the window of a downtown business. STOH2020 ,0,3638
 Another useful idiot protestor lying because he has no argument other than vomiting racially charged filth. Pat…,0,3639
 lol; what a joke right?,0,3640
 I just told my supervisor that I'm not fit for work today anymore; cos my fever is 'Yellow',0,3641
  Ouch; my puppies eat each other’s vomit; kinda gross!,0,3642
The Hansen-Ross house in Fort Qu’Appelle is showcasing a chainsaw artist.  ,0,3643
 Is this the 'he has a cough and we need a fresh bullpen arm' move? Lol,0,3644
Shaved my face; so I reduce the amount I touch it. Shaved my face; so I reduce the amount I like it. COVID19SK COVID19,0,3645
   Thanks. I was looking for something to induce a vomit.,0,3646
" Yup. No idea if anyone has coughed in there and no idea how many people have gone through a store.
Plus even though I appear to be ok I may be asymptomatic so itts just looking out for others when I wear it.",1,3647
 A single cough !,0,3648
"We can't help with your coronavirus, but if you've got TRIVIA FEVER then hit up  tonight! The doctors are in at 8pm with questions on yoga poses, MTV VJs, and body mods.

Stats and a free answer:


itisthursdatmydudes pubtrivia smartypints ",0,3649
Besides the body aches and sleepless nights I really truly love being pregnant,0,3650
'Inmate Phillip Morin was coughing and sniffling in a phone call with The StarPhoenix on Friday; saying he felt like his lu…,1,3651
I don't have any other symptoms that would indicate covid; but a week long cough by itself is scary enough for me.… ,1,3652
   Nauseating <U+0001F92E>,0,3653
 when you tell them that you saw the impostor kill and then they vote you out<U+0001F62D>,0,3654
When are all you virtue signalling order followers and supporters going to understand you are killing more people than t…,0,3655
Didn't he say last time that his players don't get fatigue? ,0,3656
 fevereiro RENEW CURSED,0,3657
 Iota *cough cough*,0,3658
"Getting JUNO fever? Sneak peek, just getting started on the florals for the JUNOS. 1 down, 167 to go. Walk in the park. :)

quinnandkimsflowers officialfloristofthejunos itswhatwedo… ",0,3659
 I get a lot of headaches. The doctors tell me it's the fibromyalgia. That one was bad. Most are as bad. Thanks.,0,3660
It's entirely possible that my sense of taste has deteriorated to the same extent as some of my other senses but I cannot detect the slightest difference between these two varieties of Kraft Peanut Butter. ,1,3661
 _FilmReview oh gawd! Toy Story 2 song! Heart... broken ... Chills now,0,3662
I WANT TO THROW UP,0,3663
so explain how i have a headache when i go to sleep...and then a migraine when i wake up,0,3664
  Do you have a fever?,1,3665
       … ,0,3666
 I was wondering if this virus is airborne or just droplets from sneezing or coughing? Thank you,0,3667
       … ,0,3668
 I don't solely because I'm high risk and with my luck I'd get the extra crazy one that decides to cough in my face,0,3669
 I “levelled up” my contribution by a couple of tiers yesterday. Couldn’t resist the exclusive Fever Dreams poster and an extra copy of the exclusive comic.,0,3670
This is what happens when you mix cabin fever with May 2-4. Via -    ,0,3671
This is what happens when you mix cabin fever with May 2-4. Via -    ,0,3672
 *cough* India *cough*,0,3673
   Doesn't it make you want to throw up?,0,3674
Chills and Thrills: Your Summer of YA Horror Books- ,0,3675
 _ Botox on my forehead for wrinkles and headaches. And lips .... I have no lips.,0,3676
I got chills listening to this.  266 musicians from 35 different countries and six continents performing Linkin Par… ,0,3677
"""and you... dont vomit? even though you gag?"" 

""correct, you are!"" jungkook says happily. ""however, as i stated before, if you wish me to vomit for any reason, you can send me into maintenance for an upgrade."" 

""youre perfect just the way you are.""",0,3678
 My headache is gone,0,3679
So 4 grand on a dress but no budget for a dj?  The business of weddings makes me want to throw up <U+0001F922>,0,3680
"he thrusts shallowly, nudging the back of jungkooks throat over and over. jungkook cant throw up, and he doesnt need to breathe, and taehyung is sure he's found his new addiction. 

hes only been able to do this once before, and even then, hoseok was still human and had limits.",0,3681
 Whenever I’m smoking with someone and I cough bad I always say “that’s what greedy sounds like”,0,3682
I didn't think Montana was big into being kiss assrs? Lol. This is nauseating. MontanaKissesTrumpRump ,0,3683
Fackin headache,0,3684
 Legit every time i rewatch CAA i hope that this will be the time Netero sits down and chills with this boy,0,3685
  Same here. He makes my ears bleed; then I throw up in my mouth,0,3686
    and I had a feverish dream renewannewithane ,0,3687
_org The fact that THIS was the first unanimous is so wrong.,0,3688
"Going to bed with a bit of a headache, but considering the morning I had I'm just glad that's the worst thing I'm feeling now. 

Tomorrow will be a better day <U+0001F64F>",0,3689
ppl are like “oh just 1 baby can’t hurt” “omg baby fever” “baby fever baby fever baby fever” until your child is on… ,0,3690
 and Doom 64 has much better graphics and than Dos version which also gave me a headache but I think its gotta have something to do with the fact that this game was not meant to be played up close on a computer monitor.,0,3691
_SuperFan  Too true; too much of a headache comes from the ugly side of any fandoms.,0,3692
 °cough°  °cough°,0,3693
I can't be alone on this but maybe I am... but is anyone else unable to play OG Doom because they get an instant headache from the visuals?,0,3694
_org I agree he deserved it. Just nuts that everyone couldn’t agree before this.,0,3695
'Governments need to protect freedom of expression and the safety of journalists and fight impunity for crimes against jour…,0,3696
_bn  True; but they haven’t gotten through so far; not for lack of trying. It would be great… ,0,3697
Unpopular opinion: Yes again; if you go to Uganda I have to prove I have had the yellow fever vaxs.  Hell you go to… ,0,3698
Thought maybe I was done? NOPE. Woke up at 6 this morning; freezing and sweating! 100.4 fever and chills. Pants on; pant…,1,3699
 Don't really think a complication is an immune response of a fever and chills. If that is so no wonde… ,0,3700
Saskatoon Motion Fitness warns of COVID-19 case  ,0,3701
Saskatoon mall employee tests positive for COVID-19: SHA  ,0,3702
i spent $5 on shitty hot cocoa and i’m bouta vomit this shit back up,0,3703
 You gave your bra metal fatigue?,0,3704
 Yes; thankfully! My dog got into the garbage and just have ate something toxic. She vomited everyt… ,0,3705
 it’s so headache inducing,0,3706
 We use that when the aim module burns out until we cough up the 5k,0,3707
"(2/2) If you have traveled from central China or have had close contact with someone who has AND you have cough or fever, call HealthLine 811 to discuss. If you do not have any respiratory symptoms, you may be at work or school. More at ",0,3708
 Gm I hope your headache goes away soon,1,3709
(2/2) If you have traveled from central China or have had close contact with someone who has AND you have cough or fever; call H…,0,3710
   You've got the ginger fever <U+0001F602>,0,3711
'Thats how it starts. The fever; the rage.....The feeling of..powerlessness; that turns good men....cruel' -Jeremy Iro…,0,3712
Vomiting,0,3713
_andreou  Coke. No other brand or diet; variation etc works but COKE oddly seriously helps my cluster headaches,0,3714
 It’s awesome! Especially during my period and on days I’m too fatigued to have a shower.,0,3715
 Bad headache; bad indigestion; sore left arm . . . the list of things you are afraid of going to bed… ,1,3716
The study shows that cannabis may help people suffering from nausea.   — via ,0,3717
 I'm the same . . . I rarely get headaches so when I get one; I automatically think the worst!,0,3718
I’m splitting and I have a headache and I’m at work so I’m in a great mood,0,3719
my hopes are pretty much gone at this point tbh,0,3720
 oh but you’re so pretty,0,3721
Nobody else is acknowledging the old man coughing up blood on the subway stairs; they all just step around him and fix the…,0,3722
Maskers:Science::Anti-Maskers:Conspiracy,0,3723
"Ok folks here’s the tmi: I’ve started getting rank nausea at the end of my periods. It’s happened a few months in a row now, and each has been steadily worse. Anyone else experience this/have recommendations or should I just see a doc?",0,3724
Wait wait wait... did I hear correctly that Twist Bread is back at  or was it a fever dream?? yesplease,0,3725
Gimme your hottest take for a film remake or sequel.  film cinem,0,3726
  Umm i gagged a little. Thanks. I hate seeing someone almost vomit. But somehow you still made it sorta sexy. <U+0001F923><U+0001F923>,0,3727
There’s three kinds of people who exist in this world: 1 - those who retweet viral math problems 2- those who don’t,0,3728
I’m not sure there really is “COVID fatigue”.  It seems that invoking that term now allows people an excuse to refuse to…,0,3729
Seriously should stop looking at cat videos; getting kitten fever over here.,0,3730
 My step mom has it at 73.   She told me it is a mild head cold for symptoms so far.  Coughs once an hour… ,1,3731
I’m not sure there really is “COVID fatigue”.  It seems that invoking that term now allows people an excuse to refu… ,0,3732
 Episode two and I feel like I have binge fever ALREADY!,0,3733
  Not the ending...,0,3734
RT _: Seriously should stop looking at cat videos; getting kitten fever over here.,0,3735
  And what would be the amount of virus in the air of hundreds of people coughing. Good luck keeping staff safe in that environment.,0,3736
The thought of what classes I’m signing up for next semester makes me wanna throw up lmao,0,3737
Rescue dog in-training getting ready for work on Sask. waterways  yqr sk ,0,3738
   It's already giving him diarrhea of the mouth,0,3739
